"ID_Réponse";"ID_Employé";"Q01";"Q02";"Q03";"Q04";"Q05";"Q06";"Q07";"Q08";"Q09";"Q10";"Q11";"Q12"
5058;"164";"Ni satisfait, ni insatisfait";"Assez bien";"Ni rapidement, ni lentement";"Très longue";"Pas très bien";"Quelques-unes";"Très poli";"Peu compétent";"Très claires";"Peu utile";"Assez inférieure";
5059;"031";"Assez insatisfait";"Pas très bien";"Ni rapidement, ni lentement";"Extrêmement longue";"Assez bien";"Quelques-unes";"Pas du tout poli";"Pas du tout compétent";"Peu claires";"Peu utile";"Assez inférieure";
5060;"154";"Très satisfait";"Très bien";"Très rapidement";"Pas du tout longue";"Extrêmement bien";"Toutes";"Très poli";"Extrêmement compétent";"Extrêmement claires";"Très utile";"Extrêmement supérieure";
5061;"154";"Assez satisfait";"Très bien";"Ni rapidement, ni lentement";"Peu longue";"Très bien";"Environ la moitié";"Extrêmement poli";"Très compétent";"Assez claires";"Très utile";"Ni supérieure, ni inférieure";
5062;"252";"Extrêmement satisfait";"Extrêmement bien";"Extrêmement rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Extrêmement claires";"Très utile";"Extrêmement supérieure";
5063;"252";"Ni satisfait, ni insatisfait";"Assez bien";"Assez lentement";"Peu longue";"Assez bien";"Environ la moitié";"Très poli";"Assez compétent";"Assez claires";"Assez utile";"Ni supérieure, ni inférieure";
5064;"031";"Extrêmement satisfait";"Extrêmement bien";"Très rapidement";"Pas du tout longue";"Très bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Très claires";"Très utile";"Très supérieure";
5065;"164";"Extrêmement satisfait";"Très bien";"Très rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Très compétent";"Extrêmement claires";"Très utile";"Extrêmement supérieure";
5066;"031";"Extrêmement satisfait";"Extrêmement bien";"Extrêmement rapidement";"Pas du tout longue";"Très bien";"Toutes";"Très poli";"Extrêmement compétent";"Très claires";"Très utile";"Extrêmement supérieure";
5067;"252";"Ni satisfait, ni insatisfait";"Assez bien";"Ni rapidement, ni lentement";"Assez longue";"Pas très bien";"La plupart d'entre elles";"Assez poli";"Assez compétent";"Très claires";"Assez utile";"Assez supérieure";
5068;"154";"Ni satisfait, ni insatisfait";"Assez bien";"Assez rapidement";"Peu longue";"Assez bien";"Environ la moitié";"Peu poli";"Très compétent";"Assez claires";"Assez utile";"Assez inférieure";
5069;"154";"Ni satisfait, ni insatisfait";"Pas très bien";"Ni rapidement, ni lentement";"Peu longue";"Assez bien";"Quelques-unes";"Assez poli";"Assez compétent";"Assez claires";"Assez utile";"Assez supérieure";
5070;"164";"Extrêmement satisfait";"Extrêmement bien";"Extrêmement rapidement";"Pas du tout longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Extrêmement compétent";"Très claires";"Extrêmement utile";"Extrêmement supérieure";
5071;"154";"Ni satisfait, ni insatisfait";"Assez bien";"Ni rapidement, ni lentement";"Peu longue";"Assez bien";"Quelques-unes";"Peu poli";"Assez compétent";"Assez claires";"Assez utile";"Ni supérieure, ni inférieure";
5072;"164";"Extrêmement insatisfait";"Pas très bien";"Très lentement";"Très longue";"Pas très bien";"Quelques-unes";"Pas du tout poli";"Pas du tout compétent";"Peu claires";"Pas du tout utile";"Très inférieure";
5073;"031";"Assez satisfait";"Extrêmement bien";"Assez rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Très poli";"Très compétent";"Très claires";"Assez utile";"Assez supérieure";
5074;"164";"Extrêmement satisfait";"Extrêmement bien";"Extrêmement rapidement";"Pas du tout longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Très claires";"Très utile";"Très supérieure";
5075;"252";"Assez satisfait";"Très bien";"Très rapidement";"Assez longue";"Très bien";"Environ la moitié";"Très poli";"Assez compétent";"Extrêmement claires";"Très utile";"Assez supérieure";
5076;"164";"Assez satisfait";"Extrêmement bien";"Très rapidement";"Peu longue";"Assez bien";"Toutes";"Assez poli";"Extrêmement compétent";"Extrêmement claires";"Assez utile";"Ni supérieure, ni inférieure";
5077;"164";"Ni satisfait, ni insatisfait";"Assez bien";"Ni rapidement, ni lentement";"Assez longue";"Assez bien";"Environ la moitié";"Très poli";"Assez compétent";"Très claires";"Très utile";"Ni supérieure, ni inférieure";
5078;"164";"Ni satisfait, ni insatisfait";"Très bien";"Assez lentement";"Très longue";"Assez bien";"Quelques-unes";"Très poli";"Assez compétent";"Très claires";"Très utile";"Assez supérieure";
5079;"164";"Assez insatisfait";"Assez bien";"Ni rapidement, ni lentement";"Très longue";"Assez bien";"Quelques-unes";"Peu poli";"Peu compétent";"Pas du tout claires";"Assez utile";"Assez inférieure";
5080;"164";"Assez satisfait";"Très bien";"Assez rapidement";"Pas du tout longue";"Très bien";"Toutes";"Extrêmement poli";"Assez compétent";"Assez claires";"Extrêmement utile";"Assez supérieure";
5081;"154";"Extrêmement satisfait";"Extrêmement bien";"Très rapidement";"Pas du tout longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Extrêmement claires";"Extrêmement utile";"Très supérieure";
5082;"031";"Très satisfait";"Très bien";"Extrêmement rapidement";"Peu longue";"Très bien";"Toutes";"Extrêmement poli";"Très compétent";"Très claires";"Extrêmement utile";"Assez supérieure";
5083;"252";"Extrêmement satisfait";"Extrêmement bien";"Très rapidement";"Pas du tout longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Très compétent";"Très claires";"Très utile";"Très supérieure";
5084;"252";"Extrêmement satisfait";"Extrêmement bien";"Extrêmement rapidement";"Pas du tout longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Très compétent";"Très claires";"Extrêmement utile";"Extrêmement supérieure";
5085;"164";"Très satisfait";"Très bien";"Assez rapidement";"Peu longue";"Très bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Extrêmement claires";"Extrêmement utile";"Très supérieure";
5086;"164";"Assez insatisfait";"Pas très bien";"Très lentement";"Très longue";"Pas du tout bien";"Environ la moitié";"Peu poli";"Peu compétent";"Assez claires";"Peu utile";"Assez inférieure";
5087;"031";"Très satisfait";"Très bien";"Extrêmement rapidement";"Pas du tout longue";"Très bien";"La plupart d'entre elles";"Extrêmement poli";"Extrêmement compétent";"Extrêmement claires";"Très utile";"Très supérieure";
5088;"164";"Très satisfait";"Très bien";"Très rapidement";"Peu longue";"Très bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Très claires";"Extrêmement utile";"Assez supérieure";
5089;"252";"Très insatisfait";"Pas très bien";"Très lentement";"Extrêmement longue";"Pas très bien";"Aucune";"Assez poli";"Pas du tout compétent";"Pas du tout claires";"Peu utile";"Très inférieure";
5090;"031";"Très satisfait";"Très bien";"Très rapidement";"Pas du tout longue";"Très bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Très claires";"Extrêmement utile";"Assez supérieure";
5091;"164";"Très satisfait";"Extrêmement bien";"Assez rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Très poli";"Extrêmement compétent";"Très claires";"Extrêmement utile";"Très supérieure";
5092;"154";"Assez insatisfait";"Pas très bien";"Ni rapidement, ni lentement";"Assez longue";"Pas du tout bien";"Environ la moitié";"Peu poli";"Assez compétent";"Assez claires";"Assez utile";"Ni supérieure, ni inférieure";
5093;"154";"Assez satisfait";"Très bien";"Assez rapidement";"Peu longue";"Assez bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Très claires";"Extrêmement utile";"Très supérieure";
5094;"252";"Extrêmement satisfait";"Très bien";"Extrêmement rapidement";"Peu longue";"Très bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Très claires";"Extrêmement utile";"Très supérieure";
5095;"031";"Assez satisfait";"Très bien";"Très rapidement";"Peu longue";"Très bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Très claires";"Extrêmement utile";"Très supérieure";
5096;"154";"Extrêmement satisfait";"Extrêmement bien";"Extrêmement rapidement";"Peu longue";"Très bien";"Toutes";"Très poli";"Très compétent";"Extrêmement claires";"Extrêmement utile";"Extrêmement supérieure";
5097;"154";"Très satisfait";"Très bien";"Très rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Extrêmement claires";"Extrêmement utile";"Assez supérieure";
5098;"252";"Très satisfait";"Extrêmement bien";"Très rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Extrêmement claires";"Très utile";"Très supérieure";
5099;"031";"Très satisfait";"Très bien";"Très rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Très poli";"Extrêmement compétent";"Extrêmement claires";"Extrêmement utile";"Assez supérieure";
5100;"031";"Ni satisfait, ni insatisfait";"Assez bien";"Assez lentement";"Assez longue";"Assez bien";"Environ la moitié";"Très poli";"Assez compétent";"Assez claires";"Assez utile";"Ni supérieure, ni inférieure";
5101;"164";"Ni satisfait, ni insatisfait";"Assez bien";"Ni rapidement, ni lentement";"Très longue";"Assez bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Peu claires";"Peu utile";"Ni supérieure, ni inférieure";
5102;"031";"Assez insatisfait";"Assez bien";"Ni rapidement, ni lentement";"Très longue";"Pas du tout bien";"Environ la moitié";"Pas du tout poli";"Peu compétent";"Assez claires";"Peu utile";"Assez inférieure";
5103;"252";"Ni satisfait, ni insatisfait";"Pas très bien";"Assez rapidement";"Assez longue";"Très bien";"Quelques-unes";"Très poli";"Très compétent";"Peu claires";"Peu utile";"Ni supérieure, ni inférieure";
5104;"252";"Très satisfait";"Extrêmement bien";"Assez rapidement";"Pas du tout longue";"Très bien";"Toutes";"Extrêmement poli";"Très compétent";"Très claires";"Très utile";"Très supérieure";
5105;"252";"Assez satisfait";"Assez bien";"Très rapidement";"Assez longue";"Assez bien";"La plupart d'entre elles";"Assez poli";"Très compétent";"Extrêmement claires";"Très utile";"Assez supérieure";
5106;"164";"Très satisfait";"Extrêmement bien";"Très rapidement";"Pas du tout longue";"Très bien";"Toutes";"Très poli";"Extrêmement compétent";"Très claires";"Très utile";"Très supérieure";
5107;"031";"Extrêmement satisfait";"Très bien";"Très rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Très claires";"Très utile";"Très supérieure";
5108;"031";"Très satisfait";"Extrêmement bien";"Extrêmement rapidement";"Pas du tout longue";"Très bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Très claires";"Très utile";"Très supérieure";
5109;"154";"Assez satisfait";"Très bien";"Assez rapidement";"Peu longue";"Assez bien";"Toutes";"Extrêmement poli";"Assez compétent";"Assez claires";"Très utile";"Très supérieure";
5110;"252";"Extrêmement insatisfait";"Pas très bien";"Très lentement";"Extrêmement longue";"Pas du tout bien";"Quelques-unes";"Peu poli";"Pas du tout compétent";"Peu claires";"Peu utile";"Très inférieure";
5111;"154";"Extrêmement satisfait";"Très bien";"Extrêmement rapidement";"Peu longue";"Très bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Très claires";"Extrêmement utile";"Extrêmement supérieure";
5112;"031";"Très satisfait";"Très bien";"Très rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Très claires";"Très utile";"Très supérieure";
5113;"154";"Ni satisfait, ni insatisfait";"Très bien";"Assez rapidement";"Assez longue";"Assez bien";"La plupart d'entre elles";"Très poli";"Assez compétent";"Assez claires";"Très utile";"Ni supérieure, ni inférieure";
5114;"252";"Assez satisfait";"Extrêmement bien";"Très rapidement";"Peu longue";"Très bien";"Environ la moitié";"Extrêmement poli";"Assez compétent";"Assez claires";"Extrêmement utile";"Assez supérieure";
5115;"164";"Très insatisfait";"Pas très bien";"Extrêmement lentement";"Extrêmement longue";"Pas très bien";"Environ la moitié";"Assez poli";"Peu compétent";"Peu claires";"Pas du tout utile";"Assez inférieure";
5116;"252";"Extrêmement insatisfait";"Pas très bien";"Extrêmement lentement";"Très longue";"Pas très bien";"Quelques-unes";"Pas du tout poli";"Pas du tout compétent";"Pas du tout claires";"Peu utile";"Extrêmement inférieure";"J'ai reçu un très mauvais service."
5117;"031";"Assez satisfait";"Assez bien";"Assez rapidement";"Assez longue";"Assez bien";"Environ la moitié";"Très poli";"Assez compétent";"Très claires";"Extrêmement utile";"Assez supérieure";
5118;"252";"Extrêmement insatisfait";"Pas très bien";"Extrêmement lentement";"Extrêmement longue";"Pas du tout bien";"Aucune";"Pas du tout poli";"Peu compétent";"Peu claires";"Pas du tout utile";"Très inférieure";
5119;"031";"Assez satisfait";"Extrêmement bien";"Ni rapidement, ni lentement";"Peu longue";"Assez bien";"Toutes";"Très poli";"Très compétent";"Assez claires";"Extrêmement utile";"Assez supérieure";
5120;"031";"Ni satisfait, ni insatisfait";"Assez bien";"Assez rapidement";"Très longue";"Assez bien";"La plupart d'entre elles";"Assez poli";"Très compétent";"Assez claires";"Assez utile";"Ni supérieure, ni inférieure";
5121;"031";"Assez satisfait";"Assez bien";"Ni rapidement, ni lentement";"Pas du tout longue";"Assez bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Extrêmement claires";"Assez utile";"Très supérieure";
5122;"031";"Ni satisfait, ni insatisfait";"Assez bien";"Assez lentement";"Peu longue";"Assez bien";"Environ la moitié";"Très poli";"Peu compétent";"Assez claires";"Assez utile";"Ni supérieure, ni inférieure";
5123;"154";"Extrêmement insatisfait";"Pas très bien";"Très lentement";"Très longue";"Pas très bien";"Aucune";"Peu poli";"Peu compétent";"Peu claires";"Peu utile";"Très inférieure";
5124;"154";"Ni satisfait, ni insatisfait";"Assez bien";"Assez rapidement";"Assez longue";"Pas très bien";"Environ la moitié";"Assez poli";"Très compétent";"Assez claires";"Assez utile";"Assez supérieure";
5125;"252";"Extrêmement satisfait";"Extrêmement bien";"Très rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Extrêmement compétent";"Très claires";"Très utile";"Extrêmement supérieure";
5126;"164";"Assez satisfait";"Assez bien";"Ni rapidement, ni lentement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Extrêmement claires";"Extrêmement utile";"Très supérieure";
5127;"154";"Très satisfait";"Extrêmement bien";"Extrêmement rapidement";"Pas du tout longue";"Très bien";"Toutes";"Très poli";"Extrêmement compétent";"Très claires";"Très utile";"Très supérieure";
5128;"031";"Très satisfait";"Très bien";"Extrêmement rapidement";"Peu longue";"Très bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Très claires";"Très utile";"Assez supérieure";
5129;"252";"Très satisfait";"Extrêmement bien";"Très rapidement";"Peu longue";"Très bien";"Toutes";"Extrêmement poli";"Très compétent";"Très claires";"Très utile";"Assez supérieure";
5130;"164";"Très insatisfait";"Pas très bien";"Extrêmement lentement";"Très longue";"Assez bien";"Environ la moitié";"Peu poli";"Pas du tout compétent";"Peu claires";"Pas du tout utile";"Assez inférieure";
5131;"154";"Assez satisfait";"Assez bien";"Très rapidement";"Peu longue";"Très bien";"Environ la moitié";"Très poli";"Assez compétent";"Très claires";"Très utile";"Assez supérieure";
5132;"154";"Extrêmement satisfait";"Très bien";"Extrêmement rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Très poli";"Extrêmement compétent";"Extrêmement claires";"Très utile";"Très supérieure";
5133;"154";"Très satisfait";"Très bien";"Extrêmement rapidement";"Pas du tout longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Extrêmement claires";"Très utile";"Très supérieure";
5134;"164";"Extrêmement satisfait";"Extrêmement bien";"Très rapidement";"Peu longue";"Très bien";"Toutes";"Extrêmement poli";"Très compétent";"Extrêmement claires";"Très utile";"Extrêmement supérieure";
5135;"164";"Extrêmement satisfait";"Extrêmement bien";"Très rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Extrêmement claires";"Extrêmement utile";"Très supérieure";
5136;"154";"Assez satisfait";"Très bien";"Ni rapidement, ni lentement";"Peu longue";"Très bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Assez claires";"Très utile";"Ni supérieure, ni inférieure";
5137;"154";"Extrêmement satisfait";"Très bien";"Extrêmement rapidement";"Pas du tout longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Extrêmement claires";"Très utile";"Extrêmement supérieure";
5138;"154";"Assez insatisfait";"Pas très bien";"Assez lentement";"Très longue";"Pas très bien";"Aucune";"Assez poli";"Assez compétent";"Assez claires";"Peu utile";"Très inférieure";
5139;"164";"Extrêmement satisfait";"Très bien";"Extrêmement rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Très claires";"Très utile";"Extrêmement supérieure";
5140;"031";"Assez satisfait";"Extrêmement bien";"Assez rapidement";"Pas du tout longue";"Assez bien";"La plupart d'entre elles";"Assez poli";"Très compétent";"Assez claires";"Assez utile";"Assez supérieure";
5141;"164";"Très insatisfait";"Assez bien";"Assez lentement";"Très longue";"Pas très bien";"Quelques-unes";"Peu poli";"Pas du tout compétent";"Assez claires";"Pas du tout utile";"Très inférieure";
5142;"252";"Extrêmement satisfait";"Extrêmement bien";"Très rapidement";"Peu longue";"Très bien";"Toutes";"Extrêmement poli";"Très compétent";"Très claires";"Très utile";"Très supérieure";
5143;"164";"Ni satisfait, ni insatisfait";"Assez bien";"Ni rapidement, ni lentement";"Peu longue";"Assez bien";"Environ la moitié";"Assez poli";"Très compétent";"Très claires";"Très utile";"Assez inférieure";
5144;"031";"Très satisfait";"Extrêmement bien";"Extrêmement rapidement";"Peu longue";"Très bien";"La plupart d'entre elles";"Extrêmement poli";"Extrêmement compétent";"Très claires";"Extrêmement utile";"Extrêmement supérieure";
5145;"031";"Très satisfait";"Extrêmement bien";"Extrêmement rapidement";"Pas du tout longue";"Très bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Très claires";"Extrêmement utile";"Assez supérieure";
5146;"031";"Assez satisfait";"Assez bien";"Ni rapidement, ni lentement";"Peu longue";"Très bien";"La plupart d'entre elles";"Assez poli";"Très compétent";"Assez claires";"Très utile";"Très supérieure";
5147;"252";"Assez satisfait";"Extrêmement bien";"Ni rapidement, ni lentement";"Peu longue";"Assez bien";"Environ la moitié";"Extrêmement poli";"Assez compétent";"Très claires";"Assez utile";"Ni supérieure, ni inférieure";
5148;"252";"Assez satisfait";"Très bien";"Assez rapidement";"Assez longue";"Assez bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Extrêmement claires";"Extrêmement utile";"Ni supérieure, ni inférieure";
5149;"252";"Très satisfait";"Très bien";"Assez rapidement";"Peu longue";"Très bien";"Toutes";"Extrêmement poli";"Très compétent";"Très claires";"Très utile";"Très supérieure";
5150;"164";"Assez satisfait";"Très bien";"Ni rapidement, ni lentement";"Pas du tout longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Assez compétent";"Très claires";"Très utile";"Assez supérieure";
5151;"154";"Ni satisfait, ni insatisfait";"Assez bien";"Assez rapidement";"Peu longue";"Assez bien";"La plupart d'entre elles";"Peu poli";"Très compétent";"Assez claires";"Très utile";"Ni supérieure, ni inférieure";
5152;"164";"Extrêmement satisfait";"Très bien";"Très rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Très claires";"Très utile";"Extrêmement supérieure";
5153;"154";"Assez satisfait";"Assez bien";"Assez rapidement";"Peu longue";"Assez bien";"La plupart d'entre elles";"Assez poli";"Très compétent";"Extrêmement claires";"Extrêmement utile";"Très supérieure";
5154;"252";"Assez satisfait";"Très bien";"Assez rapidement";"Peu longue";"Très bien";"La plupart d'entre elles";"Assez poli";"Très compétent";"Très claires";"Extrêmement utile";"Très supérieure";
5155;"031";"Assez insatisfait";"Pas très bien";"Assez lentement";"Extrêmement longue";"Assez bien";"Quelques-unes";"Pas du tout poli";"Assez compétent";"Peu claires";"Pas du tout utile";"Ni supérieure, ni inférieure";
5156;"154";"Très satisfait";"Extrêmement bien";"Assez rapidement";"Pas du tout longue";"Très bien";"Toutes";"Très poli";"Extrêmement compétent";"Très claires";"Extrêmement utile";"Très supérieure";
5157;"031";"Très satisfait";"Très bien";"Extrêmement rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Très compétent";"Extrêmement claires";"Très utile";"Très supérieure";
5158;"164";"Ni satisfait, ni insatisfait";"Pas très bien";"Ni rapidement, ni lentement";"Assez longue";"Pas très bien";"La plupart d'entre elles";"Peu poli";"Assez compétent";"Assez claires";"Assez utile";"Ni supérieure, ni inférieure";
5159;"031";"Assez insatisfait";"Assez bien";"Très lentement";"Très longue";"Assez bien";"Quelques-unes";"Pas du tout poli";"Peu compétent";"Peu claires";"Assez utile";"Assez inférieure";
5160;"154";"Ni satisfait, ni insatisfait";"Assez bien";"Ni rapidement, ni lentement";"Assez longue";"Assez bien";"Environ la moitié";"Peu poli";"Peu compétent";"Assez claires";"Très utile";"Assez inférieure";
5161;"252";"Ni satisfait, ni insatisfait";"Assez bien";"Assez lentement";"Assez longue";"Assez bien";"Quelques-unes";"Très poli";"Assez compétent";"Très claires";"Très utile";"Ni supérieure, ni inférieure";
5162;"154";"Très insatisfait";"Pas très bien";"Très lentement";"Très longue";"Pas très bien";"Aucune";"Peu poli";"Peu compétent";"Pas du tout claires";"Assez utile";"Extrêmement inférieure";
5163;"031";"Très satisfait";"Très bien";"Très rapidement";"Pas du tout longue";"Très bien";"Toutes";"Très poli";"Extrêmement compétent";"Extrêmement claires";"Extrêmement utile";"Assez supérieure";
5164;"164";"Ni satisfait, ni insatisfait";"Très bien";"Ni rapidement, ni lentement";"Très longue";"Assez bien";"La plupart d'entre elles";"Très poli";"Assez compétent";"Assez claires";"Assez utile";"Ni supérieure, ni inférieure";
5165;"154";"Extrêmement satisfait";"Extrêmement bien";"Très rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Très claires";"Très utile";"Très supérieure";
5166;"164";"Assez satisfait";"Très bien";"Assez rapidement";"Peu longue";"Assez bien";"Environ la moitié";"Très poli";"Très compétent";"Assez claires";"Très utile";"Très supérieure";
5167;"031";"Très satisfait";"Très bien";"Extrêmement rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Très poli";"Extrêmement compétent";"Extrêmement claires";"Extrêmement utile";"Très supérieure";
5168;"252";"Très satisfait";"Extrêmement bien";"Très rapidement";"Peu longue";"Très bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Très claires";"Extrêmement utile";"Très supérieure";
5169;"031";"Extrêmement satisfait";"Très bien";"Extrêmement rapidement";"Pas du tout longue";"Extrêmement bien";"Toutes";"Très poli";"Extrêmement compétent";"Très claires";"Extrêmement utile";"Très supérieure";
5170;"252";"Ni satisfait, ni insatisfait";"Assez bien";"Ni rapidement, ni lentement";"Peu longue";"Pas très bien";"Environ la moitié";"Assez poli";"Peu compétent";"Assez claires";"Peu utile";"Assez supérieure";
5171;"154";"Assez satisfait";"Assez bien";"Assez rapidement";"Peu longue";"Très bien";"Environ la moitié";"Extrêmement poli";"Extrêmement compétent";"Extrêmement claires";"Très utile";"Assez supérieure";
5172;"252";"Assez satisfait";"Extrêmement bien";"Très rapidement";"Pas du tout longue";"Assez bien";"Toutes";"Très poli";"Très compétent";"Extrêmement claires";"Très utile";"Ni supérieure, ni inférieure";
5173;"164";"Assez insatisfait";"Assez bien";"Ni rapidement, ni lentement";"Assez longue";"Assez bien";"Quelques-unes";"Assez poli";"Peu compétent";"Pas du tout claires";"Assez utile";"Assez inférieure";
5174;"252";"Extrêmement satisfait";"Extrêmement bien";"Très rapidement";"Pas du tout longue";"Très bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Extrêmement claires";"Extrêmement utile";"Extrêmement supérieure";
5175;"252";"Assez insatisfait";"Pas du tout bien";"Ni rapidement, ni lentement";"Très longue";"Pas très bien";"Aucune";"Peu poli";"Assez compétent";"Pas du tout claires";"Pas du tout utile";"Assez inférieure";
5176;"164";"Assez insatisfait";"Pas du tout bien";"Ni rapidement, ni lentement";"Très longue";"Pas du tout bien";"Environ la moitié";"Pas du tout poli";"Pas du tout compétent";"Peu claires";"Peu utile";"Ni supérieure, ni inférieure";
5177;"164";"Ni satisfait, ni insatisfait";"Assez bien";"Ni rapidement, ni lentement";"Assez longue";"Assez bien";"Environ la moitié";"Très poli";"Assez compétent";"Assez claires";"Très utile";"Ni supérieure, ni inférieure";
5178;"164";"Extrêmement satisfait";"Très bien";"Extrêmement rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Très poli";"Très compétent";"Extrêmement claires";"Très utile";"Très supérieure";
5179;"164";"Assez insatisfait";"Pas du tout bien";"Ni rapidement, ni lentement";"Très longue";"Pas très bien";"Aucune";"Peu poli";"Peu compétent";"Peu claires";"Pas du tout utile";"Ni supérieure, ni inférieure";
5180;"164";"Extrêmement satisfait";"Très bien";"Très rapidement";"Pas du tout longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Très claires";"Extrêmement utile";"Très supérieure";
5181;"164";"Assez satisfait";"Très bien";"Très rapidement";"Assez longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Très claires";"Très utile";"Très supérieure";
5182;"164";"Extrêmement satisfait";"Extrêmement bien";"Très rapidement";"Pas du tout longue";"Très bien";"Toutes";"Extrêmement poli";"Très compétent";"Très claires";"Extrêmement utile";"Très supérieure";
5183;"154";"Extrêmement insatisfait";"Pas du tout bien";"Extrêmement lentement";"Extrêmement longue";"Pas très bien";"Aucune";"Peu poli";"Peu compétent";"Peu claires";"Peu utile";"Extrêmement inférieure";
5184;"252";"Extrêmement satisfait";"Extrêmement bien";"Très rapidement";"Pas du tout longue";"Extrêmement bien";"Toutes";"Très poli";"Extrêmement compétent";"Très claires";"Très utile";"Très supérieure";
5185;"154";"Assez satisfait";"Assez bien";"Ni rapidement, ni lentement";"Peu longue";"Extrêmement bien";"Environ la moitié";"Assez poli";"Assez compétent";"Très claires";"Très utile";"Très supérieure";
5186;"154";"Assez insatisfait";"Pas très bien";"Très lentement";"Très longue";"Pas très bien";"Quelques-unes";"Peu poli";"Assez compétent";"Peu claires";"Pas du tout utile";"Ni supérieure, ni inférieure";
5187;"252";"Assez satisfait";"Très bien";"Ni rapidement, ni lentement";"Peu longue";"Très bien";"Toutes";"Extrêmement poli";"Très compétent";"Assez claires";"Très utile";"Ni supérieure, ni inférieure";
5188;"164";"Très satisfait";"Très bien";"Très rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Très compétent";"Extrêmement claires";"Extrêmement utile";"Extrêmement supérieure";
5189;"164";"Assez satisfait";"Très bien";"Ni rapidement, ni lentement";"Pas du tout longue";"Extrêmement bien";"Toutes";"Assez poli";"Très compétent";"Extrêmement claires";"Très utile";"Assez supérieure";
5190;"252";"Ni satisfait, ni insatisfait";"Assez bien";"Assez rapidement";"Très longue";"Très bien";"Environ la moitié";"Peu poli";"Assez compétent";"Très claires";"Peu utile";"Ni supérieure, ni inférieure";
5191;"154";"Très satisfait";"Très bien";"Extrêmement rapidement";"Pas du tout longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Très compétent";"Très claires";"Très utile";"Très supérieure";
5192;"154";"Extrêmement satisfait";"Très bien";"Très rapidement";"Pas du tout longue";"Très bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Très claires";"Très utile";"Extrêmement supérieure";
